timestamp_lectura,BER,OSNR (dB),Potencia_Receptor (dBm),G_Obj_EDFA1 (dB),G_Real_EDFA1 (dB),G_Obj_EDFA3 (dB),G_Real_EDFA3 (dB),G_Obj_EDFA4 (dB),G_Real_EDFA4 (dB),Pin_EDFA3 (dBm),Pout_EDFA3 (dBm),Pin_EDFA4 (dBm),Pout_EDFA4 (dBm),scenario,ventana_idx,Id_Falla
2025-12-19T12:27:59.488312,2.768568e-03,27.40,6.35,13.98,0.0,27.68,29.75,24.89,24.91,-25.24,4.51,-16.92,7.99,Operación Normal,0,0
2025-12-19T12:28:02.748617,2.623008e-03,27.80,6.34,13.98,0.0,27.68,29.75,24.89,24.91,-25.24,4.51,-16.92,7.99,Operación Normal,0,0
2025-12-19T12:28:05.992967,2.565288e-03,27.40,6.35,13.98,0.0,27.68,29.75,24.89,24.91,-25.24,4.51,-16.92,7.99,Operación Normal,0,0
2025-12-19T12:28:09.412225,2.678782e-03,27.40,6.35,13.98,0.0,27.68,29.75,24.89,24.93,-25.24,4.51,-16.95,7.98,Operación Normal,0,0
2025-12-19T12:28:12.676805,2.582954e-03,28.30,6.35,13.98,0.0,27.68,29.74,24.89,24.91,-25.23,4.51,-16.92,7.99,Operación Normal,0,0
2025-12-19T12:28:15.996653,2.552834e-03,27.80,6.35,13.98,0.0,27.68,29.75,24.89,24.98,-25.24,4.51,-16.99,7.99,Operación Normal,0,0
2025-12-19T12:28:19.233062,2.218740e-03,27.80,6.35,13.98,0.0,27.68,29.74,24.89,24.98,-25.23,4.51,-16.99,7.99,Operación Normal,0,0
2025-12-19T12:28:22.509316,2.467660e-03,27.40,6.35,13.98,0.0,27.68,29.74,24.89,24.98,-25.23,4.51,-16.99,7.99,Operación Normal,0,0
2025-12-19T12:28:25.764638,2.595194e-03,27.80,6.35,13.98,0.0,27.68,29.74,24.89,24.91,-25.23,4.51,-16.92,7.99,Operación Normal,0,0
2025-12-19T12:28:29.032901,2.504486e-03,28.70,6.35,13.98,0.0,27.68,29.74,24.89,24.98,-25.23,4.51,-16.99,7.99,Operación Normal,0,0
2025-12-19T12:28:32.277226,2.539340e-03,28.30,6.35,13.98,0.0,27.68,29.75,24.89,24.98,-25.24,4.51,-16.99,7.99,Operación Normal,0,0
2025-12-19T12:28:35.551467,2.471859e-03,28.30,6.35,13.98,0.0,27.68,29.75,24.89,24.98,-25.24,4.51,-16.99,7.99,Operación Normal,0,0
2025-12-19T12:28:38.814745,2.493229e-03,28.30,6.35,13.98,0.0,27.68,29.74,24.89,24.91,-25.23,4.51,-16.92,7.99,Operación Normal,0,0
2025-12-19T12:28:42.070055,2.610302e-03,27.80,6.35,13.98,0.0,27.68,29.74,24.89,24.91,-25.23,4.51,-16.92,7.99,Operación Normal,0,0
2025-12-19T12:28:45.303454,2.453143e-03,27.80,6.35,13.98,0.0,27.68,29.74,24.89,24.98,-25.23,4.51,-16.99,7.99,Operación Normal,0,0
2025-12-19T12:29:00.575143,2.512780e-03,29.10,6.59,13.09,0.0,27.59,29.61,24.83,24.91,-24.88,4.73,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:03.820460,2.538785e-03,27.80,6.59,13.09,0.0,27.59,29.61,24.83,24.91,-24.88,4.73,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:07.051844,2.571997e-03,27.80,6.59,13.09,0.0,27.59,29.61,24.83,24.91,-24.88,4.73,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:10.475689,2.478167e-03,28.30,6.59,13.09,0.0,27.59,29.64,24.83,24.91,-24.88,4.76,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:13.724029,2.631642e-03,27.80,6.59,13.09,0.0,27.59,29.61,24.83,24.91,-24.88,4.73,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:16.969365,2.513013e-03,27.80,6.59,13.09,0.0,27.59,29.63,24.83,24.89,-24.87,4.76,-16.67,8.22,Operación Normal,1,0
2025-12-19T12:29:20.237634,2.541906e-03,27.80,6.59,13.09,0.0,27.59,29.64,24.83,24.91,-24.88,4.76,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:23.477004,2.518898e-03,28.30,6.59,13.09,0.0,27.59,29.6,24.83,24.91,-24.87,4.73,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:26.725313,2.554961e-03,27.80,6.59,13.09,0.0,27.59,29.63,24.83,24.91,-24.87,4.76,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:30.014131,2.408481e-03,27.40,6.59,13.09,0.0,27.59,29.64,24.83,24.91,-24.88,4.76,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:33.242613,2.555598e-03,27.80,6.59,13.09,0.0,27.59,29.64,24.83,24.91,-24.88,4.76,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:36.481952,2.450163e-03,27.00,6.59,13.09,0.0,27.59,29.63,24.83,24.91,-24.87,4.76,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:39.754239,2.434222e-03,28.70,6.59,13.09,0.0,27.59,29.64,24.83,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,1,0
2025-12-19T12:29:43.009546,2.354553e-03,27.80,6.59,13.09,0.0,27.59,29.63,24.83,24.91,-24.87,4.76,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:29:46.267852,2.521262e-03,27.00,6.59,13.09,0.0,27.59,29.64,24.83,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,1,0
2025-12-19T12:30:01.179813,2.499997e-03,28.30,6.59,13.95,0.0,27.96,29.64,24.03,24.91,-24.88,4.76,-16.7,8.21,Operación Normal,2,0
2025-12-19T12:30:04.432144,2.539545e-03,28.30,6.59,13.95,0.0,27.96,29.63,24.03,24.91,-24.87,4.76,-16.7,8.21,Operación Normal,2,0
2025-12-19T12:30:07.672482,2.340334e-03,27.40,6.59,13.95,0.0,27.96,29.63,24.03,24.91,-24.87,4.76,-16.7,8.21,Operación Normal,2,0
2025-12-19T12:30:10.925814,2.465286e-03,27.40,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:14.168206,2.645965e-03,28.30,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:17.436619,2.605247e-03,28.30,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:20.707774,2.454200e-03,27.40,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:23.938132,2.492351e-03,28.70,6.59,13.95,0.0,27.96,29.64,24.03,24.95,-24.88,4.76,-16.77,8.18,Operación Normal,2,0
2025-12-19T12:30:27.225364,2.435819e-03,27.80,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:30.482649,2.518625e-03,28.30,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:33.707029,2.510245e-03,28.70,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:36.960454,2.632169e-03,27.40,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:40.218002,2.455034e-03,28.30,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
2025-12-19T12:30:43.494395,2.450717e-03,27.80,6.59,13.95,0.0,27.96,29.63,24.03,24.91,-24.87,4.76,-16.7,8.21,Operación Normal,2,0
2025-12-19T12:30:46.747698,2.481790e-03,28.30,6.59,13.95,0.0,27.96,29.64,24.03,24.89,-24.88,4.76,-16.67,8.22,Operación Normal,2,0
